País,Ano,Litros,Valor,TempAr,Precipitacao,Inflação,PIB_Brasil_Trilhoes,PIB_RS_Trilhoes,USD BRL,ValorPorLitro
Vanuatu,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Uruguai,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Tuvalu,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Turquia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Tunísia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Trinidade Tobago,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Toquelau,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Togo,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
"Tcheca, República",2009,9269.0,43902.0,18.2,0.8,4.31,3.333,0.204,1.9439,4.74
Tanzânia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Taiwan (Formosa),2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Tailândia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Suriname,2009,3830.0,12918.0,18.2,0.8,4.31,3.333,0.204,1.9439,3.37
Suíça,2009,27653.0,81319.0,18.2,0.8,4.31,3.333,0.204,1.9439,2.94
Suécia,2009,28334.0,52826.0,18.2,0.8,4.31,3.333,0.204,1.9439,1.86
Polônia,2009,6982.0,35797.0,18.2,0.8,4.31,3.333,0.204,1.9439,5.13
Porto Rico,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Portugal,2009,141000.0,168923.0,18.2,0.8,4.31,3.333,0.204,1.9439,1.2
Quênia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Reino Unido,2009,30092.0,68788.0,18.2,0.8,4.31,3.333,0.204,1.9439,2.29
República Dominicana,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Peru,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Rússia,2009,21912914.0,5732280.0,18.2,0.8,4.31,3.333,0.204,1.9439,0.26
São Tomé e Príncipe,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
São Vicente e Granadinas,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Senegal,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Serra Leoa,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Singapura,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
India,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
São Cristóvão e Névis,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Ilhas Virgens,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
"Cocos (Keeling), Ilhas",2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Hungria,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
China,2009,1553416.0,482400.0,18.2,0.8,4.31,3.333,0.204,1.9439,0.31
Chile,2009,1475.0,4297.0,18.2,0.8,4.31,3.333,0.204,1.9439,2.91
"Cayman, Ilhas",2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Catar,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Canadá,2009,15664.0,73445.0,18.2,0.8,4.31,3.333,0.204,1.9439,4.69
Camarões,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Cabo Verde,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Bulgária,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Brasil,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Bósnia-Herzegovina,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Bolívia,2009,40463.0,20729.0,18.2,0.8,4.31,3.333,0.204,1.9439,0.51
Bermudas,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Benin,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Belice,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Chipre,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Bélgica,2009,125962.0,58764.0,18.2,0.8,4.31,3.333,0.204,1.9439,0.47
Barbados,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Bangladesh,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Bahamas,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Áustria,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Austrália,2009,1014.0,9195.0,18.2,0.8,4.31,3.333,0.204,1.9439,9.07
Aruba,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Argentina,2009,162.0,4523.0,18.2,0.8,4.31,3.333,0.204,1.9439,27.92
Arábia Saudita,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Antilhas Holandesas,2009,8235.0,10651.0,18.2,0.8,4.31,3.333,0.204,1.9439,1.29
Antígua e Barbuda,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Anguilla,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Angola,2009,54786.0,84235.0,18.2,0.8,4.31,3.333,0.204,1.9439,1.54
"Alemanha, República Democrática",2009,225086.0,393482.0,18.2,0.8,4.31,3.333,0.204,1.9439,1.75
África do Sul,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Barein,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Cingapura,2009,2419.0,6110.0,18.2,0.8,4.31,3.333,0.204,1.9439,2.53
Afeganistão,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Ilha de Man,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Finlândia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
França,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Gana,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Gibraltar,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Granada,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Colômbia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Filipinas,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Guatemala,2009,20.0,20.0,18.2,0.8,4.31,3.333,0.204,1.9439,1.0
Guiana Francesa,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Guine Bissau,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Guine Equatorial,2009,169.0,272.0,18.2,0.8,4.31,3.333,0.204,1.9439,1.61
Haiti,2009,4500.0,5863.0,18.2,0.8,4.31,3.333,0.204,1.9439,1.3
Honduras,2009,14.0,30.0,18.2,0.8,4.31,3.333,0.204,1.9439,2.14
Hong Kong,2009,50319.0,27188.0,18.2,0.8,4.31,3.333,0.204,1.9439,0.54
Guiana,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Estônia,2009,5438.0,10802.0,18.2,0.8,4.31,3.333,0.204,1.9439,1.99
Grécia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Espanha,2009,2181.0,4050.0,18.2,0.8,4.31,3.333,0.204,1.9439,1.86
Estados Unidos,2009,372319.0,660066.0,18.2,0.8,4.31,3.333,0.204,1.9439,1.77
Comores,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Congo,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
"Coreia, Republica Sul",2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Costa do Marfim,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Croácia,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Cuba,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Costa Rica,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Dinamarca,2009,1980.0,21780.0,18.2,0.8,4.31,3.333,0.204,1.9439,11.0
Dominica,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
El Salvador,2009,55.0,100.0,18.2,0.8,4.31,3.333,0.204,1.9439,1.82
Emirados Arabes Unidos,2009,1398.0,4032.0,18.2,0.8,4.31,3.333,0.204,1.9439,2.88
Equador,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
"Eslovaca, Republica",2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Curaçao,2009,0.0,0.0,18.2,0.8,4.31,3.333,0.204,1.9439,
Moçambique,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
"Marshall, Ilhas",2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Martinica,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Mauritânia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
México,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Montenegro,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Países Baixos,2010,87368.0,302182.0,17.4,0.8,5.91,3.886,0.241,1.7667,3.46
Nicarágua,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Nigéria,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Noruega,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Nova Caledônia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Nova Zelândia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Omã,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Namíbia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Malta,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
India,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Malásia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Palau,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Indonésia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Irã,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Iraque,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Irlanda,2010,3969.0,42795.0,17.4,0.8,5.91,3.886,0.241,1.7667,10.78
Itália,2010,1458.0,4828.0,17.4,0.8,5.91,3.886,0.241,1.7667,3.31
Malavi,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Jamaica,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Jordânia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Letônia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Líbano,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Libéria,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Luxemburgo,2010,7344.0,32549.0,17.4,0.8,5.91,3.886,0.241,1.7667,4.43
Macau,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Japão,2010,112178.0,74628.0,17.4,0.8,5.91,3.886,0.241,1.7667,0.67
Panamá,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Vietnã,2010,8820.0,9977.0,17.4,0.8,5.91,3.886,0.241,1.7667,1.13
Peru,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Ilhas Virgens,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Venezuela,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Vanuatu,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Uruguai,2010,914.0,2929.0,17.4,0.8,5.91,3.886,0.241,1.7667,3.2
Tuvalu,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Turquia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Tunísia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Trinidade Tobago,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Toquelau,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Togo,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
"Tcheca, República",2010,1091.0,5285.0,17.4,0.8,5.91,3.886,0.241,1.7667,4.84
Tanzânia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Taiwan (Formosa),2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Tailândia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Suriname,2010,1836.0,1269.0,17.4,0.8,5.91,3.886,0.241,1.7667,0.69
Suíça,2010,2025.0,21600.0,17.4,0.8,5.91,3.886,0.241,1.7667,10.67
Suécia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Pitcairn,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Polônia,2010,20464.0,95198.0,17.4,0.8,5.91,3.886,0.241,1.7667,4.65
Porto Rico,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Portugal,2010,4577.0,18970.0,17.4,0.8,5.91,3.886,0.241,1.7667,4.14
Quênia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Reino Unido,2010,123624.0,295690.0,17.4,0.8,5.91,3.886,0.241,1.7667,2.39
Paraguai,2010,510989.0,449197.0,17.4,0.8,5.91,3.886,0.241,1.7667,0.88
República Dominicana,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
São Cristóvão e Névis,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
São Tomé e Príncipe,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
São Vicente e Granadinas,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Senegal,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Serra Leoa,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Singapura,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Rússia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Suazilândia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Ilha de Man,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Hong Kong,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
China,2010,795.0,2358.0,17.4,0.8,5.91,3.886,0.241,1.7667,2.97
Chile,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
"Cayman, Ilhas",2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Catar,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Canadá,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Camarões,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Cabo Verde,2010,11991.0,49366.0,17.4,0.8,5.91,3.886,0.241,1.7667,4.12
Bulgária,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Brasil,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Bósnia-Herzegovina,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Bolívia,2010,54.0,282.0,17.4,0.8,5.91,3.886,0.241,1.7667,5.22
Bermudas,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Benin,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Belice,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Barein,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Barbados,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Bangladesh,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Hungria,2010,540.0,4103.0,17.4,0.8,5.91,3.886,0.241,1.7667,7.6
Afeganistão,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
África do Sul,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
"Alemanha, República Democrática",2010,27715.0,138666.0,17.4,0.8,5.91,3.886,0.241,1.7667,5.0
Angola,2010,33557.0,189891.0,17.4,0.8,5.91,3.886,0.241,1.7667,5.66
Anguilla,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Chipre,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Antígua e Barbuda,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Arábia Saudita,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Argentina,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Aruba,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Austrália,2010,1823.0,17960.0,17.4,0.8,5.91,3.886,0.241,1.7667,9.85
Áustria,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Bahamas,2010,3175.0,12759.0,17.4,0.8,5.91,3.886,0.241,1.7667,4.02
Antilhas Holandesas,2010,9810.0,12808.0,17.4,0.8,5.91,3.886,0.241,1.7667,1.31
Cingapura,2010,1533.0,5504.0,17.4,0.8,5.91,3.886,0.241,1.7667,3.59
Bélgica,2010,42532.0,185411.0,17.4,0.8,5.91,3.886,0.241,1.7667,4.36
Colômbia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Filipinas,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Finlândia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
França,2010,3614.0,18904.0,17.4,0.8,5.91,3.886,0.241,1.7667,5.23
Gana,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Gibraltar,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Granada,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Estônia,2010,15848.0,40778.0,17.4,0.8,5.91,3.886,0.241,1.7667,2.57
Grécia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Guiana,2010,783.0,3654.0,17.4,0.8,5.91,3.886,0.241,1.7667,4.67
Guiana Francesa,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Guine Bissau,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Guine Equatorial,2010,410.0,1015.0,17.4,0.8,5.91,3.886,0.241,1.7667,2.48
Haiti,2010,2700.0,3750.0,17.4,0.8,5.91,3.886,0.241,1.7667,1.39
"Cocos (Keeling), Ilhas",2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Guatemala,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Estados Unidos,2010,228968.0,478630.0,17.4,0.8,5.91,3.886,0.241,1.7667,2.09
Honduras,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Costa Rica,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Comores,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Congo,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
"Coreia, Republica Sul",2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Costa do Marfim,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Espanha,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Croácia,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Cuba,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Dinamarca,2010,7034.0,69161.0,17.4,0.8,5.91,3.886,0.241,1.7667,9.83
Dominica,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
El Salvador,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Emirados Arabes Unidos,2010,1035.0,3206.0,17.4,0.8,5.91,3.886,0.241,1.7667,3.1
Equador,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
"Eslovaca, Republica",2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Curaçao,2010,0.0,0.0,17.4,0.8,5.91,3.886,0.241,1.7667,
Namíbia,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Montenegro,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Panamá,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
México,2011,1350.0,7200.0,17.3,0.8,6.5,4.376,0.265,1.6687,5.33
Mauritânia,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Moçambique,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Nicarágua,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Palau,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Noruega,2011,10268.0,78688.0,17.3,0.8,6.5,4.376,0.265,1.6687,7.66
Nova Caledônia,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Nova Zelândia,2011,2587.0,7992.0,17.3,0.8,6.5,4.376,0.265,1.6687,3.09
Omã,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Países Baixos,2011,125414.0,395356.0,17.3,0.8,6.5,4.376,0.265,1.6687,3.15
Martinica,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Nigéria,2011,54.0,210.0,17.3,0.8,6.5,4.376,0.265,1.6687,3.89
"Marshall, Ilhas",2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Letônia,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Malavi,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Malásia,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Macau,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Luxemburgo,2011,9547.0,65592.0,17.3,0.8,6.5,4.376,0.265,1.6687,6.87
Libéria,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Líbano,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Jordânia,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Japão,2011,100835.0,144662.0,17.3,0.8,6.5,4.376,0.265,1.6687,1.43
Jamaica,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Itália,2011,11999.0,80298.0,17.3,0.8,6.5,4.376,0.265,1.6687,6.69
Irlanda,2011,5376.0,35690.0,17.3,0.8,6.5,4.376,0.265,1.6687,6.64
Iraque,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Irã,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Indonésia,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Malta,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Paraguai,2011,240168.0,276281.0,17.3,0.8,6.5,4.376,0.265,1.6687,1.15
India,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Pitcairn,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Vietnã,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Venezuela,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Vanuatu,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Uruguai,2011,1238.0,4404.0,17.3,0.8,6.5,4.376,0.265,1.6687,3.56
Tuvalu,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Turquia,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Tunísia,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Trinidade Tobago,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Toquelau,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Togo,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
"Tcheca, República",2011,6846.0,37271.0,17.3,0.8,6.5,4.376,0.265,1.6687,5.44
Tanzânia,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Taiwan (Formosa),2011,4500.0,10600.0,17.3,0.8,6.5,4.376,0.265,1.6687,2.36
Tailândia,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Suriname,2011,3774.0,3735.0,17.3,0.8,6.5,4.376,0.265,1.6687,0.99
Suíça,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Suécia,2011,1641.0,14476.0,17.3,0.8,6.5,4.376,0.265,1.6687,8.82
Polônia,2011,11732.0,50684.0,17.3,0.8,6.5,4.376,0.265,1.6687,4.32
Porto Rico,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Portugal,2011,95.0,1031.0,17.3,0.8,6.5,4.376,0.265,1.6687,10.85
Quênia,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Reino Unido,2011,122629.0,285642.0,17.3,0.8,6.5,4.376,0.265,1.6687,2.33
República Dominicana,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Peru,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Rússia,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
São Tomé e Príncipe,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
São Vicente e Granadinas,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Senegal,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Serra Leoa,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Singapura,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Suazilândia,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
São Cristóvão e Névis,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Ilhas Virgens,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
"Cocos (Keeling), Ilhas",2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Hungria,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
China,2011,54156.0,334867.0,17.3,0.8,6.5,4.376,0.265,1.6687,6.18
Chile,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
"Cayman, Ilhas",2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
Catar,2011,0.0,0.0,17.3,0.8,6.5,4.376,0.265,1.6687,
